title,link,date,summary,description,related_documents,press_release,case_docket,forum,docket_number,initial_filing_date,status,products
"Edmiston Marketing, LLC d/b/a Easy Military Travel, Brandon Edmiston",https://www.consumerfinance.gov/enforcement/actions/edmiston-et-al/,2019-11-25T00:00:00,"On November 25, 2019, the Bureau issued a consent order against Edmiston Marketing, LLC, also known as Easy Military Travel; and Brandon Edmiston, the owner...","On November 25, 2019, the Consumer Financial Protection Bureau (Bureau) issued a consent order against Edmiston Marketing, LLC, also known as Easy Military Travel; and Brandon Edmiston, the owner and operator of Easy Military Travel. The Bureau found that Easy Military Travel and Edmiston violated the Consumer Financial Protection Act of 2010 (CFPA) by misrepresenting the true cost of credit for loans for airline tickets. The Bureau also found that Easy Military Travel failed to provide certain required disclosures about the terms of credit in violation of the Truth in Lending Act and Regulation Z. The Bureau also found that Easy Military Travel and Edmiston failed to disclose the total costs of purchasing airline tickets through financing in the course of telemarketing the loans in violation of the Telemarketing Sales Rule. The action was filed concurrently with a consent order issued against USA Service Finance, LLC (USASF), in which the Bureau found that USASF engaged in deceptive practices in violation of the CFPA by overcharging servicemembers and their families for a debt-cancellation product that was offered in connection with the Easy Military Travel loans for airline tickets, which USASF purchased and serviced.",[],,,['Administrative Proceeding'],2019-BCFP-0011,"NOV 25, 2019",Post Order/Post Judgment,['Other Consumer Lending']
"USA Service Finance, LLC",https://www.consumerfinance.gov/enforcement/actions/usa-service-finance-llc/,2019-11-25T00:00:00,"On November 25, 2019, the Bureau issued a consent order against Edmiston Marketing, LLC, also known as Easy Military Travel; and Brandon Edmiston, the owner...","On November 25, 2019, the Consumer Financial Protection Bureau (Bureau) issued a consent order against USA Service Finance, LLC (USASF). The action was filed concurrently with a consent order issued against Edmiston Marketing, LLC, also known as Easy Military Travel; and Brandon Edmiston, the owner and operator of Easy Military Travel, in which the Bureau found that Easy Military Travel and Edmiston violated the Consumer Financial Protection Act of 2010 (CFPA) by misrepresenting the true cost of credit for loans for airline tickets. The Bureau found that USASF engaged in deceptive practices in violation of the CFPA by overcharging servicemembers and their families for a debt-cancellation product that was offered in connection with the Easy Military Travel loans for airline tickets, which USASF purchased and serviced. The Bureau also found that USASF violated Regulation V, which implements the Fair Credit Reporting Act, because it never established, reviewed, or updated any written policies or procedures regarding the accuracy and integrity of the consumer information it furnished to consumer reporting agencies.",[],,,['Administrative Proceeding'],2019-BCFP-0010,"NOV 25, 2019",Post Order/Post Judgment,['Other Consumer Lending']
"Sterling Infosystems, Inc.",https://www.consumerfinance.gov/enforcement/actions/sterling-infosystems-inc/,2019-11-22T00:00:00,"On November 22, 2019, the CFPB filed a proposed stipulated judgment with Sterling Infosystems, Inc., a consumer reporting agency headquartered in New York.","On November 22, 2019, the Consumer Financial Protection Bureau (Bureau) filed a proposed stipulated judgment with Sterling Infosystems, Inc. (Sterling), a privately-held Delaware corporation headquartered in New York. Sterling’s primary business is to prepare background screening reports on individual job applicants to assist employers in employment-making decisions. In its complaint, the Bureau alleged that Sterling violated the Fair Credit Reporting Act by (1) failing to employ reasonable procedures to ensure the maximum possible accuracy of the information about consumers it included in the consumer reports it prepared; (2) failing to maintain strict procedures to ensure that public record information about consumers that it included in consumer reports it prepared was complete and up to date or notify consumers, at the time that such information was reported, of the fact that public record information was being reported; and (3) reporting criminal history information and other adverse information about consumers outside of the reporting period allowed by the FCRA.",[],,,['Civil Action'],1:19-cv-10824,"NOV 22, 2019",Post Order/Post Judgment,['Consumer Reporting Agencies']
"Consumer Advocacy Center Inc., d/b/a Premier Student Loan Center; True Count Staffing Inc., d/b/a SL Account Management; Prime Consulting LLC, d/b/a Financial Preparation Services; Albert Kim; Kaine Wen; and Tuong Nguyen",https://www.consumerfinance.gov/enforcement/actions/premier-student-loan-center-et-al/,2019-10-21T00:00:00,"On October 21, 2019, the Bureau along with the states of Minnesota, North Carolina, and California filed a complaint and sought a temporary restraining order and preliminary injunction against Consumer Advocacy Center Inc., d/b/a Premier Student Loan Center (Premier); True Count Staffing Inc., d/b/a SL Account Management (True Count); Prime Consulting LLC, d/b/a Financial Preparation Services (Prime); Albert Kim; Kaine Wen; and Tuong Nguyen.","On October 21, 2019, the Bureau along with the states of Minnesota, North Carolina, and California filed a complaint and sought a temporary restraining order and preliminary injunction against Consumer Advocacy Center Inc., d/b/a Premier Student Loan Center (Premier); True Count Staffing Inc., d/b/a SL Account Management (True Count); Prime Consulting LLC, d/b/a Financial Preparation Services (Prime); Albert Kim; Kaine Wen; and Tuong Nguyen. The Bureau alleges the debt relief companies operate as a common enterprise and have engaged in deceptive practices and charged unlawful advance fees in connection with the marketing and sale of student loan debt relief services to consumers. The Bureau also alleges the individuals substantially assisted the student loan debt relief companies. The complaint also names several relief defendants and seeks disgorgement of those relief defendants’ ill-gotten gains. The court granted the request for the temporary restraining order on October 21, 2019. The court entered a stipulated preliminary injunction on November 15, 2019. The preliminary injunction order prohibited defendants from collecting illegal advance fees and engaging in deception, and extended a receivership and asset freeze that was imposed by the temporary restraining order.","[{'text': 'Complaint', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_CAC_complaint_2019-10.pdf'}, {'text': 'First Amended Complaint', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_cac-et-al_amended-complaint_2021-01.pdf'}, {'text': 'Corrected, amended stipulated final judgment and order - Prime Consulting LLC and Horizon Consultants LLC', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_prime-consulting-llc-horizon-consultants-llc_corrected-amended-final-judg_F2VdoQr.pdf'}, {'text': 'Stipulated final judgment and order - Tuong Nguyen and TN Accounting', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_tuong-nguyen-tn-accounting_final-judgment-and-order_2021-01.pdf'}, {'text': 'Stipulated final judgment and order - Hold the Door Corp. and Mice and Men LLC', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_hold-the-door-corp-mice-and-men-llc_final-judgment-and-order_2021-01.pdf'}, {'text': 'Default judgment and order - First Priority LLC and True Count Staffing Inc.', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_first-priority-llc-true-count-staffing-inc_default-judgment-and-order_2021-01.pdf'}, {'text': 'Second amended complaint', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_cac-et-al_second-amended-complaint_2021-04.pdf'}, {'text': 'Stipulated Final Judgement and Order - Judy Dai', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_judy-dai_stipulated-final-judgement-and-order_2021-06.pdf'}, {'text': 'Stipulated Final Judgment and Order - 1st Generation and Infinite Management', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_1st-gen-imc_stip-final-judgment-and-order_2021-07.pdf'}, {'text': 'Stipulated Final Judgment and Order - Consumer Advocacy Center', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_premier-311_cac-stip-final-judgment-and-order_2021-07-14.pdf'}, {'text': 'Third amended complaint', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_cac-et-al-third-amended-complaint_2021-08.pdf'}, {'text': 'Stipulated Final Judgment and Order - TAS 2019 LLC', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_tas-2019-llc_stip-final-judgment-and-order_2022-03.pdf'}, {'text': 'Stipulated Final Judgement and Order - Sarah Kim', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_sarah-kim_stipulated-final-judgment-and-order_2022-05.pdf'}, {'text': 'Stipulated Final Judgement and Order - Albert Kim', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_albert-kim_stipulated-final-judgment-and-order_2022-06.pdf'}, {'text': 'Final Judgment and Order – Kaine Wen', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_final-judgment-and-order-kaine-wen_2023-07.pdf'}, {'text': 'Dismissal – Anan Enterprise, Inc.', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_voluntary-dismissal-anan-enterprise_2023-08.pdf'}, {'text': 'Consumer Financial Protection Bureau Announces Action Against Student Loan Debt Relief Operation', 'link': '/about-us/newsroom/bureau-announces-action-against-student-loan-debt-relief-operation/'}]",https://www.consumerfinance.gov/about-us/newsroom/bureau-announces-action-against-student-loan-debt-relief-operation/,,['Civil Action'],8:19-cv-01998,"OCT 21, 2019",Pending Litigation,['Debt Relief']
"Katharine Snyder, Performance Arbitrage Company, Inc., and Life Funding Options, Inc.",https://www.consumerfinance.gov/enforcement/actions/snyder-et-al/,2019-10-01T00:00:00,"On October 1, 2019, the Bureau and the South Carolina Department of Consumer Affairs filed a lawsuit in federal district court in the District of South...","On October 1, 2019, the Consumer Financial Protection Bureau (Bureau) and the South Carolina Department of Consumer Affairs (South Carolina) filed a lawsuit in federal district court in the District of South Carolina against Katharine Snyder, Performance Arbitrage Company, Inc., and Life Funding Options, Inc. The companies, owned and operated by Snyder, brokered contracts offering high-interest credit to veterans, many of whom are disabled, and to other consumers. The Bureau alleged that the companies and their owner violated the Consumer Financial Protection Act’s prohibition against deceptive acts or practices. The Bureau and South Carolina specifically alleged that Snyder and her companies misrepresented to consumers that the contracts the companies broker are valid and enforceable when, in fact, the contracts are void under federal and state law; misrepresented to consumers that the product is a sale of payments and not a high-interest credit offer; and failed to inform consumers of the products’ interest rates. The Bureau’s investigation was conducted in partnership with South Carolina.",[],,,['Civil Action'],6:19-cv-02794,"OCT 01, 2019",Post Order/Post Judgment,['Other Consumer Lending']
"FCO Holding, Inc., Fair Collections & Outsourcing, Inc., Fair Collections & Outsourcing of New England, Inc., FCO Worldwide, Inc. and Michael E. Sobota",https://www.consumerfinance.gov/enforcement/actions/fco-and-sobota/,2019-09-25T00:00:00,"On September 25, 2019, the Bureau filed a complaint in federal court in the District of Maryland against Maryland-based debt collectors FCO Holding, Inc. and its subsidiaries, Fair Collections & Outsourcing, Inc., Fair Collections & Outsourcing of New England, Inc., and FCO Worldwide, Inc. (collectively, FCO).","On September 25, 2019, the Bureau filed a complaint in federal court in the District of Maryland against Maryland-based debt collector FCO Holding, Inc. and its subsidiaries, Fair Collections & Outsourcing, Inc., Fair Collections & Outsourcing of New England, Inc., and FCO Worldwide, Inc. (collectively, FCO). Also named as a defendant in the Bureau’s lawsuit is Michael E. Sobota, the chief executive officer, president, director, and owner of FCO Holding, Inc. The Bureau alleged that FCO, which furnishes information to consumer reporting agencies, violated the Fair Credit Reporting Act and Regulation V by failing to maintain reasonable policies and procedures regarding the accuracy and integrity of the information it furnishes, including the handling of consumer disputes, failing to conduct reasonable investigations of certain consumer disputes, and failing to cease furnishing information that was alleged to have been the result of identity theft before it made any determination whether the information was accurate. In addition, the Bureau alleged that FCO and Sobota violated the Fair Debt Collection Practices Act when FCO represented that consumers owed certain debts when, in fact, FCO did not have a reasonable basis to assert that the consumers owed those debts. On October 27, 2021, the court entered a stipulated final judgment and order, which requires defendants to pay a $850,000 civil money penalty and put in place policies and procedures to prevent future violations.",[],,,['Civil Action'],8:19-cv-02817,"SEP 25, 2019",Post Order/Post Judgment,"['Debt Collection', 'Furnishing']"
"Certified Forensic Loan Auditors, LLC, Andrew Lehman, and Michael Carrigan",https://www.consumerfinance.gov/enforcement/actions/certified-forensic-loan-auditors-llc-andrew-lehman-michael-carrigan/,2019-09-06T00:00:00,"On September 6, 2019, the Consumer Financial Protection Bureau filed a complaint in federal court in the Central District of California against Certified Forensic Loan Auditors, LLC, Andrew Lehman, and Michael Carrigan, along with a proposed stipulated final judgment against Michael Carrigan.","On September 6, 2019, the Consumer Financial Protection Bureau (Bureau) filed a complaint in federal court in the Central District of California against Certified Forensic Loan Auditors, LLC (CFLA), Andrew Lehman (Lehman), and Michael Carrigan (Carrigan). CFLA is a foreclosure relief services company incorporated in California and Texas and headquartered near Houston, Texas. Lehman is CFLA’s president and CEO, and Carrigan was the Company’s sole auditor. The complaint, which the Bureau amended in November 2019, alleged that CFLA and Lehman engaged in deceptive and abusive acts and practices in violation of the Consumer Financial Protection Act and charged unlawful advance fees in connection with the marketing and sale of financial advisory and mortgage assistance relief services to consumers in violation of Regulation O and the CFPA. The amended complaint further alleged that Carrigan provided substantial assistance to CFLA and Lehman.",[],,,['Civil Action'],2:19-cv-07722,"SEP 06, 2019",Post Order/Post Judgment,['Debt Relief']
"Asset Recovery Associates, Inc.",https://www.consumerfinance.gov/enforcement/actions/asset-recovery-associates-inc/,2019-08-28T00:00:00,"On August 28, 2019, the CFPB settled with Asset Recovery Associates, Inc., a debt-collection company headquartered in Illinois.","On August 28, 2019, the Consumer Financial Protection Bureau (Bureau) announced a settlement with Asset Recovery Associates, Inc. (ARA), a debt-collection company headquartered in Illinois. ARA, also known as Financial Credit Service, Inc., collects debts from consumers throughout the United States. According to the consent order, the Bureau found that ARA violated the Fair Debt Collection Practices Act by threatening to sue or arrest consumers even though it did not intend to take such action, falsely representing to consumers that company employees were attorneys, threatening to garnish consumers’ wages or place liens on their homes even though it did not intend to so do, and representing that consumers’ credit reports would be negatively affected if they did not pay, even though ARA does not report consumer debts to credit-reporting agencies. The Bureau found that these false statements were also deceptive, in violation of the Consumer Financial Protection Act of 2010. Under the terms of the consent order, ARA will pay at least $36,800 in restitution to affected consumers and a $200,000 civil money penalty to the Bureau. The consent order also prohibits ARA from continuing to engage in this conduct and requires ARA to record calls with consumers to help ensure collectors do not make false statements in the future.",[],,,['Administrative Proceeding'],2019-BCFP-0009,"AUG 28, 2019",Post Order/Post Judgment,['Debt Collection']
Maxitransfers Corporation,https://www.consumerfinance.gov/enforcement/actions/maxitransfers-corporation/,2019-08-27T00:00:00,"On August 27, 2019, the CFPB settled with Maxitransfers Corporation, which provides remittance transfer services that allow...","On August 27, 2019, the Consumer Financial Protection Bureau announced a settlement with Maxitransfers Corporation (Maxi), which provides remittance transfer services that allow consumers to send money overseas electronically. From October 2013 until May 2017, Maxi sent approximately 14.5 million remittance transfers for U.S. consumers. The Bureau found that for each transfer, Maxi failed to provide certain consumer protection disclosures and did not maintain all of the policies and procedures required under the “Remittance Transfer Rule” of the Electronic Fund Transfer Act (“EFTA”). Maxi also violated the Consumer Financial Protection Act of 2010 (“CFPA”) by stating to consumers that it was not responsible for errors made by its third-party payment agents when in fact under the Remittance Transfer Rule a provider is liable for any violation by an agent when such agent acts for the provider. The consent order requires Maxi to pay a civil money penalty of $500,000 and prohibits Maxi from stating that it is not responsible for the acts of its agents. The consent order also requires Maxi to take steps to improve its compliance management to prevent future violations of the CFPA, EFTA, and the Remittance Transfer Rule.",[],,,['Administrative Proceeding'],2019-BCFP-0008,"AUG 27, 2019",Expired/Terminated/Dismissed,['Remittances']
"Andrew Gamber, Voyager Financial Group, LLC, BAIC, Inc., SoBell Corp",https://www.consumerfinance.gov/enforcement/actions/andrew-gamber-voyager-financial-group-llc-baic-inc-sobell-corp/,2019-08-14T00:00:00,"On August 14, 2019, the CFPB filed a proposed stipulated judgment with Andrew Gamber, Voyager Financial Group, LLC, BAIC, Inc., and SoBell Corp.","On August 14, 2019, the Consumer Financial Protection Bureau filed a proposed stipulated judgment with Andrew Gamber, Voyager Financial Group, LLC, BAIC, Inc., and SoBell Corp., which was entered by the court on September 4, 2019. The companies were brokers of contracts offering high-interest credit to veterans and other consumers and were owned and operated by Gamber. In the complaint, the Bureau alleged that Gamber and his companies misrepresented to consumers that the contracts the companies facilitate are valid and enforceable when, in fact, they are void under federal and state law; misrepresented to consumers that the product is a sale of payments and not a high-interest credit offer; misrepresented to consumers when they will receive their funds; and failed to inform consumers of the applicable interest rate on the credit offer. The order bans the defendants from the industry and imposes a judgment for $2.7 million in redress, $1 for a civil money penalty to the Bureau, and $75,000 to the State of Arkansas. The Bureau filed this complaint in coordination with the Office of the Arkansas Attorney General.",[],,,['Civil Action'],4:19-cv-00565,"AUG 14, 2019",Post Order/Post Judgment,['Other Consumer Lending']
"Equifax, Inc.",https://www.consumerfinance.gov/enforcement/actions/equifax-inc/,2019-07-22T00:00:00,"On July 22, 2019, the Bureau, the Federal Trade Commission (FTC), and 48 states, the District of Columbia and Puerto Rico announced a global settlement with...",,[],,,['Civil Action'],1:19-cv-03300,"JUL 22, 2019",Post Order/Post Judgment,['Consumer Reporting Agencies']
"Student CU Connect CUSO, LLC",https://www.consumerfinance.gov/enforcement/actions/student-cu-connect-cuso-llc/,2019-06-14T00:00:00,"The Bureau today announced a settlement with Student CU Connect CUSO, LLC (CUSO), a company set up to hold and manage private loans for students at ITT...","The Bureau filed a complaint and a proposed stipulated judgment in federal district court for the Southern District of Indiana alleging that CUSO provided substantial assistance to ITT Educational Services, Inc. (ITT) in engaging in unfair acts and practices. ITT operated ITT Technical Institute until it filed for bankruptcy and ceased operations in 2016. The Bureau’s complaint alleges that CUSO was actively involved in the creation and the implementation of the CUSO loan program. The complaint alleges that ITT induced its students to take out the loans by a variety of means, and that CUSO knew or was reckless in not knowing that many student borrowers did not understand the terms and conditions of the CUSO loans and could not afford them.",[],,,['Civil Action'],1:19-cv-02397,"JUN 14, 2019",Post Order/Post Judgment,['Student Loan Origination']
Freedom Mortgage Corporation,https://www.consumerfinance.gov/enforcement/actions/freedom-mortgage-corporation/,2019-06-05T00:00:00,"The Bureau today announced a settlement with Freedom Mortgage Corporation (Freedom), one of the ten largest Home Mortgage Disclosure Act (HMDA) reporters...","On June 5, 2019, the Bureau issued an order against Freedom Mortgage Corporation (Freedom), a mortgage lender with its principal place of business in Mount Laurel, New Jersey. Freedom is one of the ten largest Home Mortgage Disclosure Act (HMDA) reporters nationwide; for each year from 2013 through 2016, it originated more than 50,000 home-purchase loans, including refinancings of home-purchase loans. The Bureau found that Freedom violated HMDA and its implementing regulation, Regulation C, by submitting mortgage-loan data for 2014 to 2017 that contained errors. Specifically, the Bureau found that Freedom reported inaccurate race, ethnicity, and sex information and that much of Freedom’s loan officers’ recording of this incorrect information was intentional. For example, certain loan officers were told by managers or other loan officers that, when applicants did not provide their race or ethnicity, they should select non-Hispanic white regardless of whether that was accurate. The order requires Freedom to pay a $1.75 million civil money penalty and take steps to improve its compliance management to prevent future violations.","[{'text': 'Consent order', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_freedom-mortgage-corporation_consent-order_2019-05.pdf'}, {'text': 'Stipulation', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_freedom-mortgage-corporation_stipulation_2019-05.pdf'}, {'text': 'Consumer Financial Protection Bureau Settles with Freedom Mortgage Corporation', 'link': '/about-us/newsroom/bureau-settles-freedom-mortgage-corporation/'}]",https://www.consumerfinance.gov/about-us/newsroom/bureau-settles-freedom-mortgage-corporation/,,['Administrative Proceeding'],2019-BCFP-0007,"JUN 05, 2019",Expired/Terminated/Dismissed,"['Fair Lending', 'Mortgage Origination']"
"Servis One, Inc., d/b/a BSI Financial Services",https://www.consumerfinance.gov/enforcement/actions/servis-one-inc-db-bsi-financial-services/,2019-05-29T00:00:00,"The Bureau today announced a settlement with BSI Financial Services (BSI), a mortgage servicer headquartered in Irving, Texas. BSI Financial Services is the...","The Consumer Financial Protection Bureau (Bureau) today announced a settlement with BSI Financial Services (BSI), a mortgage servicer headquartered in Irving, Texas. BSI Financial Services is the operating name for Servis One, Inc.",[],,,['Administrative Proceeding'],2019-BCFP-0006,"MAY 29, 2019",Post Order/Post Judgment,['Mortgage Servicing']
"Forster & Garbus, LLP",https://www.consumerfinance.gov/enforcement/actions/forster-garbus-llp/,2019-05-17T00:00:00,"On May 17, 2019, the Bureau filed suit against Forster & Garbus, LLP, a debt-collection law firm based in Commack, New York.","On May 17, 2019, the Bureau filed suit against Forster & Garbus, LLP, a debt-collection law firm based in Commack, New York. The Bureau alleged that from 2014 through 2016, fewer than a dozen attorneys at Forster & Garbus filed more than 99,000 debt-collection lawsuits, while having documents to support only a fraction of those debts. The Bureau alleged that these lawsuits were filed without meaningful attorney involvement, and thus the signatures of attorneys on these lawsuits violated the Fair Debt Collection Practices Act’s prohibition against the use of false, deceptive, or misleading representations or means to collect a debt and the Consumer Financial Protection Act of 2010’s prohibition against deceptive acts and practices. On January 18, 2023, the court entered a stipulated final judgment and order, which requires Forster & Garbus to possess specific documents supporting consumer debts and have an attorney review these documents before filing any new lawsuit, and to dismiss any pending lawsuit unless it certifies its compliance with these documentation and meaningful-attorney-involvement requirements. The order also requires Forster & Garbus to pay a civil money penalty of $100,000.",[],,,['Civil Action'],2:19-cv-02928,"MAY 17, 2019",Post Order/Post Judgment,['Debt Collection']
"Progrexion Marketing, Inc.; PGX Holdings, Inc.; Progrexion Teleservices, Inc.; eFolks, LLC; CreditRepair.com, Inc.; John C. Heath, Attorney at Law, PLLC, d/b/a/ Lexington Law",https://www.consumerfinance.gov/enforcement/actions/pgx-holdings-inc/,2019-05-02T00:00:00,"On May 2, 2019, the Bureau filed suit against PGX Holdings, Inc. and its subsidiaries, Progrexion Marketing, Inc., Progrexion Teleservices, Inc., CreditRepair.com, Inc., and eFolks, LLC (collectively, Progrexion) and against John C. Heath, Attorney at Law PC (Lexington Law), which does business as Lexington Law.","On May 2, 2019, the Bureau filed suit against PGX Holdings, Inc. and its subsidiaries, Progrexion Marketing, Inc., Progrexion Teleservices, Inc., CreditRepair.com, Inc., and eFolks, LLC (collectively, Progrexion) and against John C. Heath, Attorney at Law PC (Lexington Law), which does business as Lexington Law. Progrexion and Lexington Law offer and provide credit repair services through the brands Lexington Law and CreditRepair.com, which are two of the largest credit repair companies in the country. The Telemarketing Sales Rule (TSR) requires that fees for telemarketed credit repair services may only be sought and received after the credit repair company provides the consumer with documentation reflecting that the promised results were achieved more than six months after such results were achieved. As alleged in the amended complaint filed on August 17, 2022, Progrexion and Lexington Law violated the TSR by requesting and receiving prohibited upfront fees for their credit repair services. The Bureau also alleged that Progrexion and its subsidiaries violated the TSR and the Consumer Financial Protection Act of 2010 by making deceptive representations in its marketing, or by substantially assisting others in doing so, to entice consumers into purchasing credit repair services. On March 10, 2023, the district court ruled that defendants violated the TSR’s prohibition on upfront fees andgranted the Bureau partial summary judgmentagainst the defendants. On August 28, 2023, the Bureau filed a proposed stipulated final judgment and order, which the court entered on August 30, 2023. The order imposes a judgment of $2,660,926,481 for consumer redress against all defendants, a civil money penalty of $45,817,452 against Progrexion, and a civil money penalty of $18,408,726 against Lexington Law. The order also imposes a 10-year ban on defendants’ telemarketing credit repair services and requires them to send notices to remaining customers who were enrolled through telemarketing of the lawsuit and their right to cancel their credit repair services, among other injunctive relief.",[],,,['Civil Action'],2:19-cv-00298,"MAY 02, 2019",Post Order/Post Judgment,['Credit Repair']
"Conduent Education Services, LLC",https://www.consumerfinance.gov/enforcement/actions/conduent-education-services-llc/,2019-05-01T00:00:00,"The CFPB today announced a settlement with Conduent Education Services, LLC (CES).","The Consumer Financial Protection Bureau (Bureau) today announced a settlement with Conduent Education Services, LLC (CES), a student loan servicing company that formerly operated under the name of ACS Education Services. CES is in the process of winding down its business.",[],,,['Administrative Proceeding'],2019-BCFP-0005,"MAY 01, 2019",Post Order/Post Judgment,['Student Loan Servicing']
Cash Tyme,https://www.consumerfinance.gov/enforcement/actions/cash-tyme/,2019-02-05T00:00:00,The Bureau found that Cash Tyme violated the Consumer Financial Protection Act of 2010 by debiting consumers’ bank accounts without authorization.,"The Consumer Financial Protection Bureau (Bureau) today announced a settlement with Cash Tyme, a payday retail lender with outlets in Alabama, Florida, Indiana, Kentucky, Louisiana, Mississippi, and Tennessee. Cash Tyme is the operating name forCMM, LLC, and its wholly owned subsidiaries in those states.",[],,,['Administrative Proceeding'],2019-BCFP-0004,"FEB 05, 2019",Post Order/Post Judgment,"['Debt Collection', 'Short Term, Small Dollar']"
"Enova International, Inc.",https://www.consumerfinance.gov/enforcement/actions/enova-international-inc/,2019-01-25T00:00:00,"On January 25, 2019, the Bureau issued an order against Enova International, Inc. The Bureau found that Enova violated the Consumer Financial Protection Act of 2010 by debiting consumers’ bank accounts without authorization.","On January 25, 2019, the Bureau issued an order against Enova International, Inc. The Bureau found that Enova violated the Consumer Financial Protection Act of 2010 by debiting consumers’ bank accounts without authorization. While consumers authorized Enova to deduct payments from certain accounts, the company in many instances debited different accounts that the consumers had not authorized it to use. The Bureau found also that Enova failed to honor loan extensions it granted to consumers. Under the terms of the consent order, Enova is, among other things, barred from making or initiating electronic fund transfers without valid authorization and must pay a $3.2 million civil money penalty.",[],,,['Administrative Proceeding'],2019-BCFP-0003,"JAN 25, 2019",Expired/Terminated/Dismissed,"['Short Term, Small Dollar']"
Mark Corbett,https://www.consumerfinance.gov/enforcement/actions/mark-corbett/,2019-01-23T00:00:00,The Bureau found that Corbett violated the Consumer Financial Protection Act of 2010 by misrepresenting to consumers that the contracts he facilitates are...,"The Bureau found that Corbett violated the Consumer Financial Protection Act of 2010 by misrepresenting to consumers that the contracts he facilitates are valid and enforceable when, in fact, the contracts are void because veterans’ pension payments are unassignable under federal law; misrepresenting to consumers that the offered product is a purchase of payments and not a high-interest credit offer; misrepresenting to consumers when they will receive their funds; and failing to disclose to consumers the applicable interest rate on the credit offer.",[],,,['Administrative Proceeding'],2019-BCFP-0002,"JAN 23, 2019",Post Order/Post Judgment,['Other Consumer Lending']
"Sterling Jewelers, Inc.",https://www.consumerfinance.gov/enforcement/actions/sterling-jewelers-inc/,2019-01-16T00:00:00,The CFPB and the People of the State of New York today settled claims against Sterling Jewelers Inc.,The Consumer Financial Protection Bureau (Bureau) and the People of the State of New York today settled claims against Sterling Jewelers Inc.,[],,,['Civil Action'],1:19-cv-00448,"JAN 16, 2019",Post Order/Post Judgment,['Credit Cards']
USAA Federal Savings Bank,https://www.consumerfinance.gov/enforcement/actions/usaa-federal-savings-bank/,2019-01-03T00:00:00,"The CFPB announced a settlement with USAA Federal Savings Bank, a federally chartered savings association headquartered in...","The Consumer Financial Protection Bureau (Bureau) announced a settlement with USAA Federal Savings Bank, a federally chartered savings association headquartered in San Antonio, Texas.",[],,,['Administrative Proceeding'],2019-BCFP-0001,"JAN 03, 2019",Expired/Terminated/Dismissed,['Deposits']
"State Farm Bank, FSB",https://www.consumerfinance.gov/enforcement/actions/state-farm-bank-fsb/,2018-12-06T00:00:00,"The Bureau of Consumer Financial Protection (Bureau) announced a settlement with State Farm Bank, FSB, a federal savings association headquartered in Bloomington, Ill.","The Bureau of Consumer Financial Protection (Bureau) today announced a settlement with State Farm Bank, FSB, a federal savings association headquartered in Bloomington, Ill.",[],,,['Administrative Proceeding'],2018-BCFP-0009,"DEC 06, 2018",Expired/Terminated/Dismissed,['Furnishing']
"Village Capital and Investment, LLC",https://www.consumerfinance.gov/enforcement/actions/village-capital-and-investment-llc/,2018-12-04T00:00:00,The Bureau of Consumer Financial Protection has filed a complaint in federal court in the District of Nevada alleging a claim of deception against Village...,"The Bureau alleges that Village Capital violated the Consumer Financial Protection Act of 2010 by misleading veterans regarding its Interest Rate Reduction Refinancing Loans—loans that allow veterans to refinance their mortgages at lower interest rates with a loan guaranteed by the Department of Veterans Affairs. Specifically, the Bureau alleges that Village Capital misled veterans by overstating the benefits of refinancing.",[],,,['Civil Action'],2:18-cv-02304,"DEC 04, 2018",Post Order/Post Judgment,['Mortgage Origination']
"Santander Consumer USA, Inc.",https://www.consumerfinance.gov/enforcement/actions/santander-consumer-usa-inc/,2018-11-20T00:00:00,"The Bureau of Consumer Financial Protection announced a settlement with Santander Consumer USA Inc., a consumer financial services company based in Dallas...","Today the Bureau of Consumer Financial Protection (Bureau) announced a settlement with Santander Consumer USA Inc., a consumer financial services company based in Dallas, Texas.",[],,,['Administrative Proceeding'],2018-BCFP-0008,"NOV 20, 2018",Expired/Terminated/Dismissed,['Auto Finance Servicing']
